price_9,eps_gap,bps_gap,capax_gap,cfo_gap,ebit_gap,sales_gap,fcf_gap,ni_gap,binary
3810,0,109,19,110,17,26,90,1,1
4812,-85,-12,-3,-51,1,-10,-49,-17,1
13825,-90,-116,8,-111,-7,-116,-119,-12,0
5275,-262,-5,-43,-89,-1,-14,-45,-37,0
4093,80,-31,-51,63,4,-66,114,7,0
4140,422,-36,-1,-13,4,-11,-12,26,1
927,-46,-84,79,28,-6,-10,-51,-14,1
3055,173,186,0,3,-20,62,3,43,1
3143,-101,-342,-9,-131,-28,-66,-122,-52,1
427500,-567,1530,-203,559,-99,-108,761,-125,1
3073,22,97,0,-28,-17,0,-28,13,1
3308,-15,-49,9,14,5,-11,5,-1,1
5950,6,-22,0,-11,4,2,-11,1,1
4227,-5,165,-1,-99,-6,98,-99,-2,1
3413,88,103,2,-24,4,3,-26,8,0
77300,9597,10594,-44,-151,2,312,-107,3713,1
1390,-41,-16,0,-23,-24,-72,-25,-14,1
2233,15906,-939,-1,-8,-4,67,-7,259,0
2290,-8,-16,-1,-17,17,24,-17,-3,1
5190,-19,-24,1,-22,-2,-37,-23,-3,0
16750,600,332,-15,7,92,98,22,73,0
2187,-16,73,1,1,-12,-16,0,-8,1
8740,-109,45,2,37,-6,-87,34,-16,1
2668,165,42,1,16,32,24,14,28,0
6115,-1288,-706,-41,144,-193,499,185,-106,0
3061,16,21,-27,-87,5,9,-59,3,0
13476,-214,-194,-10,6,-4,-80,16,-52,0
4055,227,303,-20,418,183,723,438,141,0
18000,11,878,-32,15,143,351,47,15,0
12625,-578,41,-11,-16,-12,-14,-6,-31,1
18875,-45,-47,-14,-59,-30,-24,-45,-30,0
5276,-228,-96,-24,-178,6,144,-153,-44,0
7800,83,179,1,10,-4,24,9,8,0
10950,152,201,-2,-26,-10,-37,-24,10,1
15350,-410,104,15,-38,-146,8,-52,-138,1
10595,108,83,18,5,-45,26,-12,20,1
6875,93,151,220,410,22,38,189,35,1
13300,272,-34,5,155,29,-52,149,36,1
1608,116,108,21,-5,0,-2,-26,21,1
213750,-3783,2836,-271,-1679,-1047,-920,-1407,-1059,1
3883,143,-54,0,2,4,-1,2,10,0
28175,-436,-451,-2,-38,-26,-27,-36,-36,1
3830,6,82,2,2,-13,-55,0,-4,1
25550,-1156,-490,-1,36,-66,-98,37,-75,1
19575,-511,-80,-1,-130,-13,-28,-129,-62,1
1137,-4,91,0,-26,1,-57,-26,-1,1
7090,-359,-179,0,-248,-14,52,-247,-35,0
10925,217,94,-6,6,36,6,11,23,1
8440,551,-223,2,-7,-17,171,-9,85,0
19825,-129,121,1,-33,-20,-10,-34,-15,1
6725,-738,70,0,49,-30,31,49,-90,0
546000,1454,6160,-21,52,56,65,72,51,0
95100,404,1575,-51,444,133,437,494,96,0
6065,-55,-104,2,-9,19,-131,-10,-11,1
5220,-64,-40,84,-10,10,10,-95,-9,1
4092,145,-99,0,11,10,7,11,12,1
13475,-1098,8,2,54,-269,32,52,-1194,0
1113,-10,-129,9,64,18,5,55,-5,0
5810,230,-10,-3,-161,7,-64,-159,25,0
27050,536,930,12,-303,43,102,-315,49,1
5490,6,36,51,-64,-1,2,-115,1,1
3058,542,-87,-21,-25,-3,-20,-4,119,0
6250,881,-167,-1,-23,37,-3,-22,56,1
4895,198,-267,0,-31,-27,27,-31,24,1
1363,19,-53,-4,-19,-71,-9,-14,26,0
6780,119,27,3,568,52,49,564,46,1
20550,35,853,-2,34,8,5,37,3,0
14375,14,428,-4,246,7,-62,250,5,1
58750,-315,-679,-998,-3406,-70,286,-2408,-422,0
6970,131,-148,-1,-38,34,-3,-37,18,0
68900,-103,233,-50,262,-36,57,312,-26,1
9565,-594,-485,-55,34,-110,45,88,-77,0
7980,15,-81,18,-44,11,3,-62,-1,1
28550,196,-138,0,24,30,-1,24,38,0
4350,-70,225,9,-38,-30,15,-47,-11,0
6160,-22,-194,1,-23,-28,-67,-24,-3,0
80350,1895,558,9,-126,-11,-4,-135,160,1
10880,-157,-172,-9,-1,-2,-15,9,-13,1
4155,119,-24,1,-17,10,-5,-19,13,1
6950,162,-186,2,-118,32,-87,-120,46,1
4995,-81,66,19,45,-13,-22,27,-9,1
5038,168,24,4,29,24,-9,24,17,0
21375,-4105,-1113,0,-89,-241,-415,-90,-2450,0
1925,31,-2,0,-36,9,4,-36,8,1
32825,-126,-82,0,-26,-17,-25,-26,-29,0
85200,4854,5449,-10,-185,251,417,-174,162,1
2300,-43,-4,-5,-65,-25,-137,-60,-16,1
12275,-29,114,-1,11,1,-6,12,-7,0
5936,338,296,-151,-143,45,98,7,30,0
19750,4,31,-6,3,4,8,8,1,1
1376,147,42,-4,82,19,69,86,24,0
10505,69,-84,-4,-25,12,7,-21,5,0
28550,-1148,-2722,23,-144,-20,-125,-167,-39,0
6820,1544,598,-14,-60,99,101,-46,132,0
77300,289,77,-12,7,-3,-1,19,11,1
55900,-634,-248,1,73,5,-8,71,-101,0
1573,-19,-17,-1,-41,-18,-91,-41,-12,0
126500,-918,1431,8,-49,-119,-234,-59,-87,1
42100,-2240,-669,-8,-49,-80,-182,-41,-139,1
116250,709,1312,-276,-8,49,132,267,70,1
3096,32,-18,-1,13,1,3,14,14,0
14450,524,500,-20,-175,21,143,-156,70,0
12025,-35,-320,-6,-151,-7,-39,-144,-4,1
10500,1341,5,0,1,16,-13,1,167,1
1841,-24,34,-4,-4,10,30,-1,-4,0
956,-24,-65,6,-118,-4,10,-124,-18,1
29550,210,32,28,34,29,23,6,27,1
2675,-24,71,-2,-9,-6,-17,-6,-13,0
13225,-442,-50,-19,58,6,81,77,-27,0
5193,-174,-163,-16,-89,-2,-21,-74,-12,0
1215,-78,268,0,83,0,-3,82,-29,0
30075,123,167,7,111,19,46,103,38,1
4200,41,-33,39,68,15,20,28,30,1
34125,55,-904,-18,12,-7,-13,30,4,1
9970,25,-37,-1,-29,-6,11,-29,2,0
10260,-1175,-24,-222,348,-263,-755,570,-325,1
4112,10,0,-1,1,-1,0,2,5,1
3553,48,-2,-21,-22,19,25,-1,10,1
4448,-200,-74,2,-15,-58,-90,-17,-69,0
2898,82,-40,-1,1,-3,-18,2,28,0
14875,-15,222,3,5,-10,0,2,-5,1
2558,-13,26,-1,-7,-4,-4,-6,-3,1
2866,-80,-42,-1,4,2,-53,7,-22,0
22525,225,873,18,162,24,115,143,25,0
28175,2061,2697,0,-303,-51,71,-303,450,1
16950,-553,1581,98,-377,80,463,-476,-110,0
23050,162,491,-1,-17,3,27,-16,24,1
68650,603,1329,-12,994,44,-214,1006,107,1
5310,90,171,-4,-22,-23,-85,-18,9,0
73350,-721,-1585,-4,-154,-53,-57,-150,-78,1
14600,2,76,17,40,-15,-128,23,1,1
23700,-173,-42,-25,-15,-1,-25,11,-12,0
43075,403,6,-2,9,36,13,11,37,1
46575,695,26,-1,110,87,60,111,40,0
38050,4426,2122,-46,61,125,178,107,101,1
39325,-349,110,9,-63,-12,-8,-72,-31,0
20500,-274,-212,-2,36,3,-6,37,-14,0
9040,30,-538,-3,-24,2,-7,-21,1,0
15100,-339,-328,-11,5,-6,-2,17,-13,1
18300,-214,-37,-67,-148,-2,13,-80,-42,1
12425,-302,-357,-88,332,-111,-140,419,-67,0
1120,-6,32,-8,259,-16,-80,267,-7,0
29325,-650,3969,49,-320,-148,-114,-369,-97,1
14050,245,909,1,-23,2,-18,-26,23,1
26850,-576,52,0,-73,-8,-27,-72,-41,0
1587,143,69,-6,51,12,157,57,70,1
4325,8,-15,-4,-27,9,-6,-23,3,1
