0,Mirai
1,Desire
2,MFIT COIN
3,Nyerium
4,Gossipcoin
5,Sub Invest
6,Peony
7,Benz
8,Lykke
9,FairCoin
10,AsiaCoin
11,ECC
12,Rubycoin
13,Ondori
14,LoMoCoin
15,PetroDollar
16,Motocoin
17,Sequence
18,Vites
19,B3Coin
20,New Power Coin
21,Espers
22,CHIPS
23,Smoke
24,42-coin
25,Quark
26,BiblePay
27,Zeitcoin
28,BlueCoin
29,HEAT
30,SounDAC
31,Manna
32,Uniform Fisca...
33,Atmos
34,MaxCoin
35,LiteDoge
36,Bullion
37,Woodcoin
38,BuzzCoin
39,Pesetacoin
40,InterCrone
41,Ixcoin
42,SmileyCoin
43, WorldCoin
44,Blockpool
45,Shard
46,Gravity
47,Universe
48,Carboncoin
49,UltraNote Coin
50,SuperCoin
51,I0Coin
52,HyperStake
53,Argentum
54,PWR Coin
55,Trollcoin
56,Zennies
57,Monkey Project
58,BunnyCoin
59,Cryptonite
60,TeslaCoin
61,AudioCoin
62,Skeincoin
63,RussiaCoin
64,Orbitcoin
65,Kobocoin
66,Galactrum
67,BioCoin
68,NobleCoin
69,FORCE
70,QubitCoin
71,DigitalPrice
72,Canada eCoin
73,Block-Logic
74,Condensate
75,PoSW Coin
76,FujiCoin
77,Truckcoin
78,TrumpCoin
79,FantasyGold
80,808Coin
81,Vsync
82,Deutsche eMark
83,ZEST
84,Freicoin
85,Opal
86,TagCoin
87,Ellaism
88,Bitcoin Scrypt
89,Moin
90,IncaKoin
91,PopularCoin
92,Elcoin
93,Digitalcoin
94,Bitcloud
95,Innova
96,Bitradio
97,Cashcoin
98,Linx
99,Phoenixcoin
