0,BitBar
1,HOdlcoin
2,Bitmark
3,Gainer
4,Ignition
5,Cazcoin
6,PlatinumBAR
7,Fastcoin
8,BriaCoin
9,Adzcoin
10,MarteXcoin
11,Helleniccoin
12,PayCoin
13,Compound Coin
14,Unitus
15,Crave
16,Piggycoin
17,Joulecoin
18,Nyancoin
19,FirstCoin
20,BBSCoin
21,Gapcoin
22,BritCoin
23,Blakecoin
24,Bitsum
25,Bitcoin Adult
26,InflationCoin
27,Bitcoin Fast
28, Growers Inter...
29,iDealCash
30,Magi
31,MagicCoin
32,AdCoin
33,SagaCoin
34,Startcoin
35,PyrexCoin
36,Bitstar
37,Litecoin Plus
38,BTCtalkcoin
39,Triangles
40,Cryptojacks
41,Iridium
42,Digiwage
43,iTicoin
44,UltraCoin
45,Shekel
46,Pascal Lite
47,PRiVCY
48,LanaCoin
49,EagleX
50,SpreadCoin
51,KZ Cash
52,VIVO
53,dietbitcoin
54,Regalcoin
55,GoldBlocks
56,Ratecoin
57,OPCoinX
58,Bata
59,Version
60,Rubies
61,Swing
62,Rimbit
63,Bitdeal
64,Golfcoin
65,CatoCoin
66,Jin Coin
67,Pure
68,Cream
69,Darsek
70,Numus
71,ChessCoin
72,Joincoin
73,Bitcoin 21
74,Aricoin
75,Wispr
76,Synergy
77,Local World F...
78,AquariusCoin
79,Coin(O)
80,SmartCoin
81,VoteCoin
82,Mincoin
83,Masternodecoin
84,InsaneCoin
85,Commercium
86,PureVidz
87,X-Coin
88,Signatum
89,Zurcoin
90,Impact
91,Graphcoin
92,Dystem
93,Printex
94,Help The Home...
95,BlazeCoin
96,Atheios
97,Ethereum Dark
98,AdultChain
99,Netko
